Steps,Policy/Entropy,Policy/Learning Rate,Policy/Extrinsic Value Estimate,Policy/Extrinsic Reward,Environment/Cumulative Reward,Environment/Episode Length
1000,1.7916697,0.00019999995,0.37766016,38.71297653301342,38.71297641376269,122.8108108108108
2000,1.7902381,0.00019999995,0.69344103,45.597257031481476,45.59725711711971,123.78481012658227
3000,1.7846172,0.00019999995,1.0722005,59.71820930536691,59.71820949661423,125.68831168831169
4000,1.7809387,0.00019999995,1.4191178,61.4542310998628,61.45423051436094,129.6315789473684
5000,1.7682356,0.00019999995,1.7774664,53.20629857517779,53.20629861815314,125.8125
6000,1.7490759,0.00019999995,2.1890507,58.19241955121358,58.19241966309986,124.89333333333333
7000,1.7332829,0.00019999995,2.4154346,55.66006933169419,55.66006981585365,113.02247191011236
8000,1.7351514,0.00019999995,2.6730783,46.35150877018084,46.35150875114461,112.91954022988506
9000,1.7258254,0.00019999995,2.991383,53.86178077570023,53.861780714084865,114.85057471264368
10000,1.6940753,0.00019999995,3.5608273,68.94730227561884,68.94730204114407,108.52325581395348
11000,1.6668769,0.00019999992,3.5580034,54.74520279584306,54.74520256759406,109.03370786516854
12000,1.6393416,0.0001999999,4.1006947,72.21408672168337,72.21408696567934,114.34482758620689
13000,1.5960437,0.0001999999,4.186599,50.42647073890727,50.426470994505976,95.125
14000,1.5749218,0.0001999999,4.256877,55.5722343960116,55.57223486257847,104.05376344086021
15000,1.5697094,0.0001999999,4.8208194,70.06484228000045,70.06484292980494,128.2625
16000,1.5520184,0.0001999999,5.029043,55.59591051772401,55.59591063070218,105.05494505494505
17000,1.5254406,0.0001999999,5.3193474,58.49564257926162,58.495642281511344,116.16867469879519
18000,1.4923161,0.0001999999,5.709063,76.35422859489918,76.35422871027521,122.225
19000,1.4932426,0.0001999999,5.778573,64.69606149867177,64.6960623730863,115.625
20000,1.5202974,0.0001999999,6.2759132,73.19035094502297,73.19035095014364,118.67045454545455
21000,1.5115385,0.0001999999,6.5417037,66.82405021481024,66.82404989300782,116.1923076923077
22000,1.494968,0.0001999999,6.8704276,65.97830402508549,65.97830381029802,118.47126436781609
23000,1.5172526,0.0001999999,7.5802965,75.25564917598082,75.25564933225822,110.46739130434783
24000,1.521323,0.0001999999,7.330953,62.62689720204002,62.62689717446596,101.5578947368421
25000,1.5338521,0.0001999999,7.880817,58.05703733329262,58.05703713471798,90.46428571428571
26000,1.5321774,0.0001999999,7.882836,55.27087695586799,55.27087687940304,94.41584158415841
27000,1.5154068,0.0001999999,8.070496,95.24063135368723,95.24063200800401,138.32394366197184
28000,1.5341702,0.0001999999,7.8504405,66.50326208567914,66.5032619125035,115.33333333333333
29000,1.5323998,0.00019999988,9.1860485,91.3586204897701,91.35862124612858,119.63095238095238
30000,1.5533899,0.00019999986,8.347942,70.81746835050298,70.81746837218543,138.55223880597015
31000,1.5297381,0.00019999986,8.727219,79.22919895587029,79.22919790672798,133.8961038961039
32000,1.5366527,0.00019999986,8.628349,71.3555870571652,71.35558667224022,131.21621621621622
33000,1.4976882,0.00019999986,8.879479,69.5127593786879,69.51275935260682,113.63636363636364
34000,1.4615989,0.00019999986,10.049515,72.82366969624718,72.82367038519553,109.53846153846153
35000,1.4272624,0.00019999986,9.681839,68.95360498536716,68.95360463893226,121.31168831168831
36000,1.3672695,0.00019999986,10.678878,104.76711938311072,104.76711914000643,137.22058823529412
37000,1.3262024,0.00019999986,9.793147,82.83625253464255,82.83625176622678,127.48148148148148
38000,1.3200786,0.00019999986,10.4408245,70.08846134593688,70.0884615619058,116.80722891566265
39000,1.2799155,0.00019999986,10.810444,108.03489006496966,108.03489005988736,154.921875
40000,1.2501293,0.00019999986,11.587024,105.96079905884606,105.96079867626452,135.9
41000,1.2423086,0.00019999986,11.25407,82.98307206143032,82.98307148833707,128.88311688311688
42000,1.2026141,0.00019999986,12.144044,111.20015919974873,111.20015948775809,135.92857142857142
43000,1.2074033,0.00019999986,12.463961,98.51686517953873,98.51686532498276,134.56
44000,1.2353275,0.00019999983,12.856178,97.05202486485611,97.05202522456463,126.49382716049382
45000,1.2550591,0.00019999983,13.021982,90.2449811187726,90.2449809069805,116.17721518987342
46000,1.2530186,0.00019999983,13.756388,164.18711197497893,164.18711140742764,198.0612244897959
47000,1.2757016,0.00019999983,14.110069,135.5435875633667,135.54358706585023,170.3448275862069
48000,1.3042189,0.00019999983,13.787285,148.1061824124593,148.10618224456618,196.30769230769232
49000,1.3115612,0.00019999983,14.681559,109.54734183847904,109.54734155170769,140.01470588235293
50000,1.2985059,0.00019999983,14.242656,135.55548151596537,135.55548183329364,180.69811320754718
51000,1.3143665,0.00019999983,15.128141,142.91511551318345,142.91511546304707,192.6851851851852
52000,1.2969236,0.00019999983,15.668444,160.50420957565308,160.50421011286443,195.78
53000,1.2937937,0.00019999975,14.421565,105.0023283298199,105.00232816581321,145.09230769230768
54000,1.2611023,0.00019999975,16.916838,194.6131865756456,194.613186132633,204.51162790697674
55000,1.2448142,0.00019999975,16.369217,185.19619603359953,185.19619716982177,218.36170212765958
56000,1.2232648,0.00019999972,16.646156,198.0976054681672,198.09760711857695,217.93333333333334
57000,1.2127584,0.00019999972,16.641075,164.44614742986005,164.4461472321245,198.62264150943398
58000,1.1828921,0.00019999972,16.446037,197.39978068753294,197.3997809462574,248.07894736842104
59000,1.2195479,0.00019999972,17.072918,167.65556854506335,167.65556958986488,203.79166666666666
60000,1.1994646,0.00019999972,17.585503,187.4444878792221,187.44448766098884,229.75
