Steps,Policy/Entropy,Policy/Learning Rate,Policy/Extrinsic Value Estimate,Policy/Extrinsic Reward,Environment/Cumulative Reward,Environment/Episode Length
1000,1.7911656,0.00019999995,0.38936687,3.003669822588563,3.0036698509475173,98.59375
2000,1.7913413,0.00019999995,0.41325068,3.172275142825168,3.1722751896342505,90.52173913043478
3000,1.7915387,0.00019999995,0.39389372,4.204791729266827,4.204791661853401,110.61538461538461
4000,1.7916081,0.00019999995,0.4319069,4.0278735041618345,4.027873413264752,113.4
5000,1.7916819,0.00019999995,0.41020226,1.4662563006083171,1.4662563242018223,65.66666666666667
6000,1.7915891,0.00019999995,0.3841043,2.6114670425653457,2.611467023473233,102.1
7000,1.791557,0.00019999995,0.33155346,-0.5728146963649325,-0.5728147057945736,113.44444444444444
8000,1.7916702,0.00019999995,0.3976748,1.2348048005785262,1.234804798981973,78.42857142857143
9000,1.7916516,0.00019999995,0.30131027,1.5055685341358185,1.5055685685947537,73.0
10000,1.791556,0.00019999995,0.46472362,0.4295845031738281,0.4295845590531826,46.0
11000,1.7914175,0.00019999992,0.4535395,2.564287917954581,2.5642879798210094,79.14285714285714
12000,1.7914441,0.0001999999,0.5083035,5.061629697680473,5.061629692558199,146.5
13000,1.7915723,0.0001999999,-0.054786563,-0.9676167964935303,-0.9676167073193938,58.5
14000,1.7915866,0.0001999999,0.03450968,-0.5420440435409546,-0.5420440022523204,106.0
15000,1.7913237,0.0001999999,0.29341522,1.4866251349449158,1.4866250869818032,92.0
16000,1.7912976,0.0001999999,0.3337469,2.0919701240279456,2.091970113952729,91.9090909090909
17000,1.7910856,0.0001999999,0.4273278,2.484338206904275,2.4843381544175958,81.28571428571429
18000,1.7906816,0.0001999999,0.28339276,1.0322221492727597,1.032222137113826,93.55555555555556
19000,1.790743,0.0001999999,0.40244952,2.399534611539407,2.3995346028400077,103.9090909090909
20000,1.7901462,0.0001999999,0.40034816,3.1778635018992993,3.1778635002140487,123.04761904761905
21000,1.7878122,0.0001999999,0.3517338,1.8689958545668373,1.8689958233835882,117.96551724137932
22000,1.7883117,0.0001999999,0.36111164,1.7774684360871713,1.7774684535494696,100.45833333333333
23000,1.7857754,0.0001999999,0.15936893,-0.22362639574067933,-0.22362640988347784,121.68571428571428
24000,1.7818471,0.0001999999,0.5372402,2.4469048298638443,2.446904810755674,137.72413793103448
25000,1.7849861,0.0001999999,0.17800342,2.8349546417593956,2.834954655214556,183.05263157894737
26000,1.7778842,0.0001999999,0.7699517,4.707934715015733,4.70793475093239,156.65217391304347
27000,1.772324,0.0001999999,0.40001693,3.3485525625533072,3.3485525782412755,211.0344827586207
28000,1.7606151,0.0001999999,1.0494435,8.370402479114441,8.370402409551808,335.2307692307692
29000,1.740828,0.00019999988,0.7735518,15.506161076948047,15.506161071088476,473.75
30000,1.7349318,0.00019999986,1.2649888,8.234323838104805,8.234323784165705,797.0
31000,1.7132335,0.00019999986,1.1835593,40.38442748539489,40.38442727703262,1176.1818181818182
32000,1.7002912,0.00019999986,1.5293977,41.79138638265431,41.79138681245968,1594.0
33000,1.6911961,0.00019999986,1.350136,41.12755980094274,41.12755991239101,1851.6666666666667
34000,1.7019968,0.00019999986,1.8327758,None,None,None
35000,1.6893842,0.00019999986,1.6029269,None,None,None
36000,1.6800673,0.00019999986,2.0888448,111.21421449128539,111.21421408783644,3870.6
37000,1.6600176,0.00019999986,1.8308289,None,None,None
38000,1.6359556,0.00019999986,2.3153868,None,None,None
39000,1.6266495,0.00019999986,2.2038794,None,None,None
40000,1.6596233,0.00019999986,2.1844838,86.49051176477224,86.49051249213517,4004.0
41000,1.652269,0.00019999986,2.6501653,149.36226686397566,149.36226683277636,4520.7
42000,1.628885,0.00019999986,2.2832975,32.84707004390657,32.84706992143765,1514.5
43000,1.6343949,0.00019999986,2.5962932,34.37389512080699,34.37389442999847,2114.5
44000,1.6376306,0.00019999983,2.717275,27.919643086691696,27.919643075515825,1592.6666666666667
45000,1.6022851,0.00019999983,2.4310591,81.19491476938128,81.19491499615833,2661.5
46000,1.5798568,0.00019999983,2.987559,86.99002059797446,86.99002070561983,2224.8333333333335
47000,1.535143,0.00019999983,2.91484,39.17950926814228,39.17950903601013,1448.0
48000,1.5047009,0.00019999983,2.710682,28.674394018598832,28.674394102650695,1110.25
49000,1.4803227,0.00019999983,3.0641022,9.657909756526351,9.657909682719037,550.0
50000,1.4731879,0.00019999983,3.1188974,24.619556657620706,24.61955665005371,1229.5
51000,1.4675545,0.00019999983,2.8975453,51.531554894433135,51.53155499776559,1036.2380952380952
52000,1.4657607,0.00019999983,3.1291823,13.672104518239697,13.672104528949907,686.5
53000,1.4898,0.00019999975,3.2162418,22.114250998944044,22.114250832609834,1178.0
54000,1.4802091,0.00019999975,3.0390468,68.27525060561796,68.27525016789635,1927.0
55000,1.4457278,0.00019999975,2.993441,72.24525031354278,72.24524964019656,3354.0
56000,1.4282997,0.00019999972,3.329858,87.01120144444016,87.01120149437338,1940.8461538461538
57000,1.4202849,0.00019999972,3.2051487,None,None,None
58000,1.4480267,0.00019999972,3.0542784,42.40873359562829,42.408733649645,1941.3333333333333
59000,1.4282397,0.00019999972,3.3790221,None,None,None
60000,1.3912563,0.00019999972,3.3181522,47.47390595482042,47.47390625625849,2351.0
61000,1.3777218,0.00019999972,3.2262547,95.05889552751822,95.05889559457344,2175.8571428571427
62000,1.3764106,0.00019999972,3.3030539,27.523214967921376,27.523215759545565,1612.0
63000,1.3376818,0.00019999972,3.528619,None,None,None
