Steps,Policy/Entropy,Policy/Learning Rate,Policy/Extrinsic Value Estimate,Policy/Extrinsic Reward,Environment/Cumulative Reward,Environment/Episode Length,Losses/Value Loss,Losses/Policy Loss
246000,0.90484864,0.00019999898,158.35587,705.9195588121609,705.919559363221,375.0408163265306,786.1117,0.033955146
247000,0.9319111,0.00019999898,161.62282,528.7969427016046,528.796941766642,287.53333333333336,538.2112,0.032766886
248000,0.909364,0.00019999898,160.89716,560.2913127389065,560.2913162852434,302.8837209302326,546.72546,0.036596328
249000,0.9287864,0.00019999898,161.19788,1264.8124599986606,1264.8124645387525,638.5370370370371,534.76587,0.035465498
250000,0.940122,0.00019999898,163.33342,915.2006004631519,915.2005979757303,451.425,417.97144,0.033109948
251000,0.9634513,0.00019999898,159.81607,524.040389774776,524.0403902023569,285.8780487804878,761.516,0.02968843
252000,0.96601,0.00019999898,160.30083,579.6035922143194,579.603592828599,306.68888888888887,560.5359,0.034309447
253000,0.9735897,0.00019999898,156.68881,1076.0756499138035,1076.075649755825,550.6060606060606,507.7578,0.03685762
254000,0.96590394,0.00019999898,159.16905,551.0321381303171,551.0321382813449,302.6666666666667,480.03647,0.03527886
255000,0.9517105,0.00019999898,158.14731,656.7410152688623,656.7410146577422,336.125,545.5467,0.04181403
256000,0.90388054,0.00019999898,158.4277,862.5944507905971,862.5944528159715,452.4347826086956,662.3159,0.034879975
257000,0.9301161,0.00019999898,159.2022,860.2026136481401,860.2026135401305,449.3939393939394,406.22836,0.034485817
258000,0.969158,0.00019999898,161.23367,553.55600887537,553.5560050676147,317.6666666666667,501.35535,0.036409657
259000,0.98347753,0.00019999898,157.72276,752.6796933095505,752.6796912513006,385.7659574468085,646.50574,0.03423985
260000,0.98550147,0.00019999898,160.92818,723.6279478910807,723.6279468534457,366.13513513513516,559.88477,0.034917228
261000,0.9906083,0.00019999898,162.25845,1319.8855442261695,1319.8855441809276,672.66,328.33423,0.035629533
262000,0.98940134,0.00019999895,158.67593,510.88313929324454,510.8831394402038,277.9148936170213,479.2678,0.0273633
263000,0.9816842,0.00019999895,160.3739,763.4829168625367,763.4829167859115,409.97435897435895,471.50998,0.033785865
264000,0.9775686,0.00019999895,161.15845,848.6627824811471,848.662781090949,417.75,580.72394,0.03559013
265000,0.94425535,0.00019999895,155.86836,1255.252412890566,1255.2524140715175,640.6034482758621,561.2929,0.03305483
266000,0.9211414,0.00019999895,159.05258,557.2483644864776,557.2483607823757,310.1363636363636,627.6808,0.03632981
267000,0.916658,0.00019999895,158.80295,838.5912477277046,838.5912469717551,433.83720930232556,482.69727,0.03402162
268000,0.91529125,0.00019999895,162.14908,833.61663377285,833.6166287817294,442.06060606060606,497.91742,0.038707897
269000,0.8752511,0.00019999895,157.29976,999.406901188313,999.4068972851951,520.8253968253969,617.00037,0.036025204
270000,0.87203676,0.00019999895,161.84193,659.6700866392681,659.6700857328881,339.3333333333333,751.3751,0.03335716
271000,0.82400703,0.00019999895,154.64351,657.9681031509087,657.9681023846921,367.4807692307692,670.1421,0.034087095
272000,0.8414605,0.00019999895,160.71996,820.0825244903565,820.0825257813605,414.1,633.0997,0.03138658
273000,0.9060927,0.00019999895,160.25967,772.5319975392293,772.5320017635854,408.59322033898303,538.9343,0.033059925
274000,0.88786376,0.00019999895,161.27199,635.9084982134048,635.9084962813756,335.6666666666667,647.1791,0.034634855
275000,0.8771784,0.00019999895,161.36359,714.2709492355585,714.2709512704305,366.85,445.685,0.03397823
276000,0.87382853,0.00019999893,159.00676,755.3527199004559,755.3527206046967,390.468085106383,651.30304,0.039080374
277000,0.9256854,0.00019999892,156.5062,1040.693263557222,1040.6932618125502,551.3333333333334,614.5757,0.031593274
278000,0.8807815,0.00019999892,155.41585,550.5314024353028,550.531402501267,317.22,449.44788,0.037824053
279000,0.9370314,0.00019999892,155.89879,506.82220293223855,506.82220140685297,290.22,609.2306,0.03532897
280000,0.92965275,0.00019999892,158.25597,507.16870098010355,507.1687014815434,288.9782608695652,620.457,0.034818225
281000,0.961445,0.00019999892,160.08836,1210.0189185924216,1210.0189198399592,603.344262295082,548.65186,0.034608006
282000,0.9632559,0.00019999892,161.06328,651.534729253678,651.534729235218,350.9761904761905,516.1845,0.033792455
283000,0.99189186,0.00019999892,158.41235,934.9001959562302,934.9001940763377,485.85714285714283,683.4857,0.037251763
284000,0.9633242,0.00019999892,162.15306,545.1263285689884,545.1263270340576,285.8222222222222,665.82336,0.037559845
285000,0.9469078,0.00019999887,156.5784,951.8406982333934,951.8406975645935,500.344262295082,668.6294,0.03815099
286000,0.94588906,0.00019999883,158.29211,578.4547517096996,578.4547509248907,309.16,678.5328,0.03451202
287000,0.9824327,0.00019999883,163.97054,733.842371134197,733.842375660218,373.52941176470586,689.723,0.030389164
288000,0.9962227,0.00019999883,163.0418,797.1758222518823,797.175821559972,415.02564102564105,562.58777,0.032356866
289000,0.96724486,0.00019999883,165.44955,1263.4987251455134,1263.4987232704214,617.709090909091,569.7271,0.03259995
290000,1.01812,0.00019999883,163.25636,594.4507117213273,594.4507114373658,321.8780487804878,634.8785,0.03224581
291000,0.997745,0.0001999988,161.86774,819.0307040753273,819.0307046917413,391.65384615384613,809.7031,0.032361545
292000,0.9813561,0.0001999988,161.84906,709.5326102361446,709.532609679677,360.7560975609756,795.3211,0.034163773
293000,0.9813739,0.0001999988,159.77147,903.9586528513362,903.9586509601119,449.36764705882354,681.5092,0.03672672
294000,0.9901485,0.0001999988,158.5385,588.1868621000538,588.1868594163468,317.9259259259259,563.6844,0.035205897
295000,0.99939597,0.0001999988,156.57779,605.4244104407051,605.4244119596462,342.5681818181818,864.1113,0.035605166
296000,0.991166,0.0001999988,157.15416,846.9130936528628,846.9130925549202,412.53846153846155,889.5178,0.030277066
297000,1.0173762,0.0001999988,153.7884,673.5733374201733,673.5733382361146,354.59420289855075,855.7521,0.037035175
298000,1.0284582,0.0001999988,156.60461,652.1648882548014,652.1648927958275,364.97777777777776,749.9985,0.039571203
299000,1.0061277,0.0001999988,154.26569,556.2276208389688,556.2276199814676,295.27777777777777,820.7854,0.035462376
300000,0.98555946,0.00019999877,163.87317,714.717380968125,714.717383720574,339.54347826086956,898.3292,0.039246395
301000,1.003543,0.00019999874,160.21083,926.4479296079048,926.4479297436718,467.53846153846155,649.9464,0.035638623
302000,1.0203902,0.00019999874,161.27283,730.8901849501842,730.8901824264543,383.56756756756755,603.2663,0.034287088
303000,0.97515786,0.00019999874,157.63956,653.4638619614097,653.4638614960598,354.9056603773585,764.7638,0.03612935
304000,1.0149721,0.00019999874,163.53134,578.1023891297253,578.1023890076682,295.27272727272725,615.27783,0.03378033
305000,1.0243652,0.00019999874,158.19408,1002.4984331708198,1002.4984301233368,510.04761904761904,620.96277,0.03290376
306000,1.0473298,0.00019999874,161.06285,742.3091260187136,742.3091261214608,389.61538461538464,643.6804,0.03753802
307000,1.0356902,0.00019999874,159.86351,609.4189552360392,609.4189533054463,326.8723404255319,432.62943,0.03404001
308000,1.0108455,0.00019999874,161.09448,552.3164260163903,552.3164246321965,291.7,493.77426,0.03428533
309000,0.98687625,0.00019999874,163.41258,1414.9707425044621,1414.9707442516853,703.1132075471698,530.1632,0.0361767
310000,1.0020169,0.00019999874,163.55534,625.9268902672661,625.9268925821711,331.6388888888889,757.96735,0.030253498
311000,1.0009159,0.00019999874,160.43974,625.7541301390704,625.7541298582694,319.29411764705884,453.2425,0.035788484
312000,0.9844448,0.00019999874,157.0338,648.8491614209281,648.8491600485189,343.7111111111111,728.1089,0.0345795
313000,0.9624902,0.00019999874,165.87193,1250.328674920325,1250.3286700471995,627.5471698113207,600.3491,0.038987905
314000,0.9308567,0.00019999874,163.90616,803.1295049221088,803.1295052646221,405.46153846153845,598.7239,0.03738815
315000,0.9464229,0.00019999874,155.15327,559.3530519493655,559.3530524230619,312.98039215686276,585.5197,0.034116983
316000,0.89896935,0.00019999874,163.97287,786.9255395949932,786.9255438851125,382.63157894736844,861.5048,0.036632903
317000,0.9334751,0.00019999874,162.7577,793.7210178934038,793.7210166263965,401.390625,799.03784,0.036963746
318000,0.9144426,0.00019999871,163.16833,624.8355622766195,624.8355618106337,319.8703703703704,910.11066,0.035328247
319000,0.9020666,0.0001999987,160.56046,718.5229575128427,718.5229568138082,343.89285714285717,766.576,0.034929663
320000,0.91154385,0.0001999987,159.39485,836.242110721767,836.2421082274201,433.1041666666667,885.8342,0.036869884
321000,0.93178916,0.0001999987,161.37968,666.3311799636253,666.3311796923481,359.0923076923077,833.88226,0.037440848
322000,0.9227932,0.0001999987,160.54073,462.29601377248764,462.2960132239793,250.20833333333334,989.8008,0.033234153
323000,0.969579,0.0001999987,162.72581,720.6369485287439,720.6369468703126,359.92857142857144,601.672,0.03643329
324000,0.987518,0.0001999987,163.01205,854.6812266181497,854.6812282402143,449.3235294117647,429.19275,0.035670683
325000,0.95560956,0.0001999987,159.94293,1108.9908582441142,1108.9908573634157,566.688524590164,473.5998,0.03564588
326000,0.9415561,0.0001999987,162.54265,670.8735679075832,670.8735714422476,334.7142857142857,599.7949,0.033048596
327000,0.9370299,0.0001999987,168.0247,599.1169864177704,599.1169853191467,329.43333333333334,514.53204,0.03699518
328000,0.92065716,0.0001999987,163.32011,937.2520322517345,937.2520363689395,486.6842105263158,543.54755,0.03715785
329000,0.9112086,0.0001999987,165.66634,1438.6654058916895,1438.665405936865,700.0196078431372,500.1049,0.032163307
330000,0.9211073,0.0001999987,163.53583,551.7614873600634,551.7614870414411,294.55263157894734,433.12213,0.040685296
331000,0.8544927,0.0001999987,156.93301,681.3535363177458,681.3535392729403,372.7916666666667,460.39355,0.03369188
332000,0.81765187,0.0001999987,164.6134,589.0998197793961,589.099815822996,336.84375,492.7165,0.033918284
333000,0.7827153,0.00019999867,161.54434,1193.3634414342735,1193.3634388769642,606.3538461538461,586.13635,0.040407956
334000,0.7968738,0.00019999867,167.04605,787.2954228107745,787.2954212046833,415.15384615384613,570.7185,0.034079194
335000,0.80432916,0.00019999867,161.29962,369.91846377534023,369.91846380106216,220.19607843137254,626.2494,0.03313712
336000,0.7513015,0.00019999867,161.41373,607.8433310519565,607.8433346656797,313.54545454545456,543.76794,0.032379348
337000,0.73589504,0.00019999867,159.92424,1082.230042248003,1082.2300458658729,557.3709677419355,713.4861,0.03198211
338000,0.77121407,0.00019999867,163.78387,614.2528024454912,614.2528010870168,321.8666666666667,595.62134,0.03585855
339000,0.8231378,0.00019999867,164.72653,484.7787793104847,484.77877642671456,269.6875,822.22473,0.029643033
340000,0.82238203,0.00019999867,156.90163,611.3484587647297,611.3484605411942,325.1296296296296,798.8865,0.03721907
341000,0.8670236,0.00019999867,164.58228,1112.9505531000468,1112.9505548181062,553.890625,675.9419,0.03177752
342000,0.83979857,0.00019999867,170.07457,568.4762634764547,568.4762645371317,268.04347826086956,654.9921,0.03521137
343000,0.89803773,0.00019999867,165.7317,765.8283539401988,765.8283515876714,357.0625,809.21594,0.0349392
344000,0.8994816,0.00019999867,157.28558,569.180854706054,569.1808562833088,321.4468085106383,639.9054,0.037536882
345000,0.9003634,0.00019999864,161.44853,1039.151609012636,1039.1516064592936,533.7966101694915,675.19525,0.033041622
346000,0.8828335,0.00019999864,160.38937,577.7192540200981,577.7192546410203,320.4864864864865,657.6842,0.035258263
347000,0.85649496,0.00019999864,164.33846,793.9080459684939,793.908038703153,412.86486486486484,472.68396,0.035305418
348000,0.8728287,0.00019999855,158.04144,704.0016116897265,704.0016107235992,358.8125,962.54456,0.03104236
349000,0.86975634,0.00019999855,161.85783,1153.7957364340623,1153.7957358131873,573.6166666666667,805.7726,0.038912423
350000,0.8785207,0.00019999855,162.56038,677.304049926334,677.3040453936085,344.93333333333334,644.37537,0.033055812
351000,0.87343115,0.00019999855,160.66786,551.5648456617542,551.5648468056098,283.0217391304348,821.1962,0.03911591
352000,0.8704463,0.00019999855,160.59827,604.820890340209,604.8208944673759,317.525,609.5554,0.034694195
353000,0.876849,0.00019999855,161.9688,1187.4388930970142,1187.4388892155325,586.0666666666667,549.49316,0.033276368
354000,0.86690545,0.00019999855,162.2544,816.9267619223822,816.9267627174382,407.2857142857143,684.53394,0.036516912
355000,0.8551515,0.00019999855,163.8637,628.0604117892005,628.0604118556731,322.9318181818182,744.4075,0.035378918
356000,0.8777785,0.00019999855,159.5123,598.067289288451,598.0672863963991,321.2682926829268,544.4032,0.03209994
357000,0.858601,0.00019999855,161.08098,1258.3640130041983,1258.3640113691174,628.8245614035088,518.2675,0.037968926
358000,0.88642263,0.00019999855,160.68361,583.3626435357332,583.3626448157896,300.94,893.11237,0.03040808
359000,0.90338564,0.00019999855,160.25534,638.6157948684693,638.6157944543351,329.46,859.4391,0.040438935
360000,0.87921244,0.00019999851,158.34612,551.2217981663156,551.2217986164744,310.1489361702128,761.32056,0.036791913
361000,0.8852601,0.00019999851,159.21857,1028.2335460678194,1028.233544628203,523.9848484848485,838.07263,0.03513441
362000,0.8772734,0.00019999851,164.26985,511.1876701031412,511.1876682787689,264.89285714285717,893.44507,0.03350716
363000,0.89425486,0.00019999851,157.30782,525.7100991153717,525.7100975281538,278.66,713.4267,0.033783756
364000,0.88136315,0.00019999851,161.01466,609.2987336844205,609.29873356559,310.12,889.13885,0.033310417
365000,0.89046496,0.00019999851,159.79611,1073.3727929784407,1073.3727941294308,555.3064516129032,614.3725,0.036058094
366000,0.88900477,0.00019999851,157.4998,529.49880378079,529.4988030857311,284.8070175438597,730.8457,0.03465977
367000,0.8773834,0.00019999851,166.20255,595.4413133064905,595.4413146990677,293.3095238095238,821.35706,0.033129323
368000,0.86393845,0.00019999851,162.3904,631.8380582045231,631.8380592399708,309.875,911.2272,0.034730487
369000,0.9112346,0.00019999851,159.32515,1013.075488229267,1013.0754903974627,524.4918032786885,770.9675,0.03315848
370000,0.90271014,0.00019999851,159.30495,621.5374839194119,621.5374863478843,323.9166666666667,775.3198,0.035381407
371000,0.89546967,0.00019999851,164.76689,597.1727344637567,597.1727324223456,309.70454545454544,667.6248,0.035528246
372000,0.86485595,0.00019999851,162.07281,710.0386632727642,710.0386627338402,365.70588235294116,1010.7443,0.034750458
373000,0.89635277,0.00019999851,160.74718,945.1097077602476,945.1097058122729,484.3333333333333,611.33704,0.030258924
374000,0.8920033,0.00019999851,162.76503,792.0178775773492,792.0178772921706,406.93023255813955,751.8075,0.032241985
375000,0.8686217,0.0001999985,164.69698,626.7806255944232,626.7806270478906,316.8510638297872,879.35535,0.035851404
376000,0.8782663,0.0001999985,160.04326,536.4636125209483,536.4636121255419,307.63829787234044,845.97754,0.033437178
377000,0.87529504,0.0001999985,163.02444,1127.3111160367223,1127.3111191184505,561.5593220338983,807.57715,0.035941575
378000,0.88465446,0.00019999848,162.82668,540.7266854953766,540.7266847231186,297.56,848.1826,0.036939465
379000,0.87440175,0.00019999848,157.7052,489.15602757675305,489.156026105101,270.35714285714283,903.7357,0.03431291
380000,0.89677614,0.00019999848,158.71318,630.9139940624053,630.9139955405072,344.15384615384613,1009.67163,0.038556635
381000,0.90529543,0.00019999848,163.84265,1056.1666601701215,1056.1666626495114,545.4181818181818,846.2096,0.034307186
382000,0.89233935,0.00019999848,159.28036,483.75001253990024,483.7500119843522,261.53846153846155,955.49695,0.032443017
383000,0.91072804,0.00019999848,163.06277,676.8394792699814,676.8394831806562,335.06,878.75696,0.03694281
384000,0.90036917,0.00019999848,166.08301,724.1220158604865,724.1220164615795,362.1276595744681,811.7092,0.038794577
385000,0.8978467,0.00019999848,154.02774,798.8617373250812,798.8617354779423,418.0625,859.59125,0.032076556
386000,0.86484617,0.00019999848,159.85016,482.6443851568869,482.6443866782949,268.0357142857143,1002.2902,0.03174298
387000,0.85566723,0.00019999848,161.04797,549.4398589295856,549.4398588317667,280.20338983050846,879.1678,0.03615109
388000,0.89202565,0.00019999848,163.06708,577.7391138643027,577.7391165410896,321.5,1079.3041,0.04013706
389000,0.8821642,0.00019999848,160.06206,961.8182610254735,961.81826311791,493.1875,808.8959,0.035063885
390000,0.8841957,0.00019999848,162.75458,596.0361134600639,596.0361147753266,312.2,802.8968,0.03530052
391000,0.8608777,0.00019999848,160.72516,611.8146412332852,611.8146430747081,307.6222222222222,902.24963,0.03452421
392000,0.86704654,0.00019999848,158.72345,828.5762166322731,828.5762139628542,444.780487804878,778.00806,0.035708632
393000,0.84059715,0.00019999844,162.96704,878.4137004765112,878.4137007463313,449.43283582089555,677.0956,0.03295996
394000,0.851011,0.00019999844,159.15208,758.1291581732886,758.1291554991229,378.7142857142857,888.5226,0.0365628
395000,0.8700839,0.00019999844,159.34238,624.4028459319046,624.4028470973598,342.8392857142857,821.3137,0.033739507
396000,0.84209394,0.00019999844,158.60085,453.1135311137955,453.1135315371206,240.67924528301887,791.3452,0.036305763
397000,0.82334864,0.00019999844,163.7788,902.9447319525939,902.9447298552626,463.33846153846156,741.08966,0.036357038
398000,0.84712404,0.00019999844,166.42996,583.4429606384701,583.442966307803,287.31111111111113,970.3793,0.037736386
399000,0.8404016,0.00019999844,160.1279,718.8363983797473,718.8364021126264,367.3953488372093,780.2196,0.037124164
400000,0.8510386,0.00019999844,167.60713,596.2670643796091,596.2670657165849,290.8478260869565,811.0843,0.032107532
401000,0.8619791,0.00019999841,167.20856,1262.71486483195,1262.7148675885094,626.1607142857143,725.4876,0.03175291
402000,0.84400886,0.00019999835,157.66547,557.5337757313692,557.5337806648776,288.85185185185185,1040.6339,0.03142822
403000,0.8351792,0.00019999835,162.7152,630.7065791126627,630.7065806237059,320.7307692307692,903.79626,0.034922816
404000,0.8743733,0.00019999835,155.283,547.6705332385997,547.6705315106791,309.7291666666667,739.9242,0.031075116
405000,0.85700256,0.00019999835,169.03691,1200.5880174477186,1200.588020000922,584.0357142857143,774.286,0.035296403
406000,0.8768274,0.00019999835,165.51613,704.1026825061658,704.1026812887854,355.1219512195122,844.07294,0.03733913
407000,0.843735,0.00019999835,170.14742,733.518702348496,733.5187077825921,337.8723404255319,848.12494,0.035475798
408000,0.8373171,0.00019999832,156.89337,509.2165032752134,509.2165032264102,272.5,764.7954,0.03606396
409000,0.8495241,0.00019999832,160.26527,1049.6528387281853,1049.6528400996694,546.4745762711865,854.1421,0.029998746
410000,0.8308157,0.00019999832,160.93948,580.9744637033396,580.9744646054878,292.82456140350877,939.4197,0.035535216
411000,0.84555674,0.00019999832,157.92262,559.2919162975418,559.2919140054008,318.18518518518516,895.67316,0.03873104
412000,0.84645814,0.00019999832,160.29678,624.5224396039029,624.522437166476,310.6326530612245,860.9675,0.033746496
413000,0.8111693,0.00019999832,160.59575,911.5348772586339,911.5348830696619,470.12698412698415,792.53296,0.038287155
414000,0.8350928,0.00019999832,160.19623,594.4681815416255,594.4681768543801,302.531914893617,979.6406,0.038671378
415000,0.8308865,0.00019999832,161.81503,712.1104449207132,712.110442244708,365.4727272727273,807.6199,0.035265617
416000,0.8352659,0.00019999832,161.91574,499.04953569173813,499.04953875736356,270.675,819.53156,0.033639327
417000,0.80988234,0.00019999828,161.47847,943.4755556175584,943.47555216683,459.42105263157896,962.4055,0.0327909
418000,0.82544315,0.00019999828,162.61554,581.4981064796448,581.4981097986337,300.1136363636364,752.9502,0.03203857
419000,0.8188684,0.00019999828,158.3582,815.6944081354142,815.6944095366641,431.2,901.6144,0.032651406
420000,0.8207863,0.00019999828,155.01974,513.2514255803364,513.2514235934971,272.09615384615387,789.07513,0.033457875
421000,0.8297603,0.00019999828,160.6085,897.8724276300461,897.8724280481916,454.0952380952381,697.82025,0.03481395
422000,0.8453001,0.00019999828,158.48396,613.3243152092804,613.3243207947966,314.47727272727275,979.4912,0.036603652
423000,0.8451493,0.00019999828,163.6709,559.341211849451,559.3412128258901,279.24,691.6086,0.032338016
424000,0.8275569,0.00019999828,159.4303,510.3745297436361,510.3745330742057,261.3703703703704,894.6001,0.033364773
425000,0.82664967,0.00019999828,160.15088,1226.5739221807387,1226.573925983348,618.327868852459,842.0016,0.03325063
426000,0.8380816,0.00019999828,160.95822,627.3059557864541,627.3059594753223,337.8157894736842,845.798,0.033019148
427000,0.8103096,0.00019999828,166.66893,650.0902515260073,650.0902518939312,305.1730769230769,913.0934,0.034993343
428000,0.82495457,0.00019999828,159.65393,583.0282105900803,583.0282113671258,297.9795918367347,872.031,0.03472562
429000,0.8263657,0.00019999828,159.52875,1039.8026473632226,1039.8026424963944,526.1076923076923,592.6051,0.03526433
430000,0.8380824,0.00019999828,160.3018,479.7445592387863,479.74455589153104,257.3478260869565,744.8584,0.037246257
431000,0.83275664,0.00019999828,161.89406,557.6265981569886,557.6265971493068,274.9375,812.59607,0.035689052
432000,0.8349847,0.00019999826,155.94652,587.4142498858273,587.4142513071251,323.5833333333333,779.6478,0.037694573
433000,0.82565725,0.00019999826,163.70152,1294.8627778096277,1294.8627789437935,630.7049180327868,751.9837,0.034630135
434000,0.8294597,0.00019999826,161.57907,622.3494365705384,622.3494375843562,306.4222222222222,779.38873,0.032692753
435000,0.83269566,0.00019999825,164.74525,513.7195173915552,513.7195166380852,275.59183673469386,823.13306,0.035414167
436000,0.814251,0.00019999825,152.77197,609.8168970961124,609.8168978785154,320.55357142857144,795.7129,0.035880703
437000,0.7888606,0.00019999825,155.1163,904.162682433651,904.1626826062783,461.6575342465753,787.2756,0.030147664
438000,0.8174477,0.00019999825,161.67732,676.2752845453662,676.2752837688673,346.4651162790698,910.67737,0.03503976
439000,0.80940264,0.00019999825,158.36655,460.76102868643676,460.7610265759152,254.6727272727273,863.49414,0.034866277
440000,0.8180531,0.00019999825,155.80743,508.4928749767217,508.4928743167873,281.8,922.2993,0.035300057
441000,0.818995,0.00019999825,164.61781,1134.0487494826316,1134.0487469422337,558.2833333333333,708.38873,0.03602418
442000,0.8234817,0.00019999825,168.30942,846.2235850163869,846.2235846961636,387.0,755.05884,0.033335365
443000,0.81910986,0.00019999825,162.76581,723.8912496024913,723.8912494700901,373.6136363636364,765.2073,0.03341405
444000,0.8250327,0.00019999825,155.17682,504.519205439598,504.51920411974294,293.29787234042556,699.4619,0.03466339
445000,0.81324995,0.00019999825,163.33925,1115.4950764296484,1115.4950747386154,567.983606557377,698.95953,0.034823656
446000,0.8107207,0.00019999825,161.81348,697.408146255828,697.4081504688706,341.93617021276594,916.9363,0.035342526
447000,0.82531,0.00019999825,165.11826,584.8361284590903,584.8361310213027,302.4761904761905,799.92737,0.03320601
448000,0.8093613,0.00019999825,161.64899,644.6130061864853,644.6130025830485,318.48,913.37634,0.03381721
449000,0.8182445,0.00019999823,162.81201,1142.9189553319432,1142.918956593292,564.9344262295082,837.8832,0.032588
450000,0.8169677,0.0001999982,156.76389,524.577794175457,524.5777964006068,288.6296296296296,804.67346,0.03447941
451000,0.80953103,0.0001999982,158.25203,514.6932994409611,514.6932985182683,265.7719298245614,832.4627,0.03619046
452000,0.806025,0.0001999982,161.63307,594.7000044595112,594.7000035220863,306.23636363636365,965.48926,0.036182493
453000,0.8355523,0.0001999982,161.80125,1052.344316925468,1052.3443138990838,534.8793103448276,707.3184,0.034384415
454000,0.8357835,0.0001999982,161.91928,660.6766467392445,660.6766478628532,338.6136363636364,882.92163,0.033381496
455000,0.84666884,0.0001999982,168.8445,632.1212479648541,632.1212474669127,293.6938775510204,1008.1919,0.031128757
456000,0.83969444,0.0001999982,169.52492,651.0232740446579,651.0232761801683,334.7674418604651,779.96954,0.036638953
457000,0.80765146,0.0001999982,158.85146,970.2397946135203,970.2397914817243,488.36,897.3355,0.033746302
458000,0.7557281,0.0001999982,162.53926,507.5804003893301,507.58040116948644,267.13793103448273,1057.2283,0.037617262
459000,0.8094977,0.0001999982,166.13356,528.9357826031744,528.9357801374491,274.45,988.7722,0.032983113
460000,0.8363913,0.0001999982,163.02225,636.7750620568792,636.7750604875918,326.9375,927.5432,0.031493753
461000,0.8829544,0.0001999982,159.47137,1027.8407418825734,1027.8407412060299,521.2985074626865,574.2069,0.03535005
462000,0.8429888,0.00019999818,158.67831,508.47804579826504,508.478045798637,287.7692307692308,1038.6477,0.033912208
463000,0.82266843,0.00019999818,170.92033,773.1108351264681,773.1108348293563,377.4047619047619,858.958,0.036813676
464000,0.8521528,0.00019999813,160.87155,662.8692559128007,662.8692629862906,329.5833333333333,969.2709,0.03589455
465000,0.8658885,0.00019999809,162.4755,967.4355075466099,967.4355078488849,486.92537313432837,822.8102,0.035598606
466000,0.8084023,0.00019999809,166.06465,560.7320124122003,560.7320102474474,295.9375,864.8112,0.03548441
467000,0.7613891,0.00019999809,157.3494,501.37766166203295,501.37766186313223,279.71153846153845,993.13574,0.033413976
468000,0.7245475,0.00019999809,165.87871,649.9843420673694,649.984342266799,329.19642857142856,1008.6466,0.032077048
469000,0.7703844,0.00019999809,167.93982,898.9049208435146,898.9049240887056,451.24242424242425,1010.83405,0.031860664
470000,0.8622993,0.00019999809,169.81882,737.7724389148796,737.7724413453801,353.2391304347826,803.1643,0.033326995
471000,0.85987777,0.00019999809,169.46231,608.1699023389298,608.1698998043285,306.1304347826087,755.5001,0.040248714
472000,0.8670842,0.00019999809,167.55237,580.7481815717658,580.7481798527655,303.8775510204082,833.3919,0.032919742
473000,0.85758215,0.00019999809,159.91237,1031.5919766196837,1031.5919758267419,528.0307692307692,874.63403,0.037402418
474000,0.81504756,0.00019999809,169.27708,603.329618202245,603.3296171128374,304.9574468085106,779.525,0.031278644
475000,0.76955515,0.00019999809,162.9371,550.2244352610023,550.2244358474198,289.94444444444446,915.9326,0.03570598
476000,0.75597304,0.00019999804,179.71329,764.4774089690886,764.477404101673,343.39473684210526,973.60547,0.033114642
477000,0.76703113,0.00019999803,169.29552,1148.0027691274881,1148.0027653340442,558.421875,999.11304,0.033648103
478000,0.7412129,0.00019999803,167.93387,580.7452313732017,580.7452294486307,299.8727272727273,893.3107,0.039752256
479000,0.7007036,0.00019999803,170.14032,600.4590611204188,600.459056216696,310.1489361702128,1010.8705,0.033326976
480000,0.7020536,0.00019999803,171.13956,592.1048383606804,592.1048409053611,294.6,878.41626,0.0385101
481000,0.6789467,0.00019999803,171.08464,1183.8825337352423,1183.8825411449636,588.3793103448276,1032.1467,0.031856723
482000,0.7183107,0.00019999803,164.52223,587.1491158663058,587.1491140605625,303.19607843137254,1112.4102,0.035154134
483000,0.7398049,0.00019999803,168.43994,521.7100376942578,521.7100368091304,271.54901960784315,609.5228,0.03860201
484000,0.71580714,0.00019999803,168.64041,650.6154637984607,650.615461436543,316.0217391304348,1015.8783,0.036439337
485000,0.7452578,0.00019999803,163.29698,1083.4715097986284,1083.4715070518564,560.9508196721312,698.7827,0.03765954
486000,0.72743696,0.00019999803,167.30571,737.6587449469065,737.6587436753218,393.44736842105266,957.6022,0.035652205
487000,0.7064147,0.00019999803,163.77213,522.0922119453842,522.0922104435876,280.4313725490196,951.8139,0.03403876
488000,0.7305347,0.00019999803,173.6418,695.5626118501027,695.5626143380997,341.1,829.2178,0.034376483
489000,0.73951024,0.00019999803,165.21495,1187.8116193257845,1187.8116276411845,610.6923076923077,924.2899,0.03269743
490000,0.7190754,0.00019999803,166.37036,535.3915913619247,535.3915921457057,277.3137254901961,946.7212,0.03606642
491000,0.7318218,0.00019999803,169.24875,544.3630839707901,544.3630849038329,278.61224489795916,840.5918,0.037492637
492000,0.7040742,0.00019999803,173.29512,741.3978022734324,741.3978063050366,363.1025641025641,853.6588,0.031600147
493000,0.6631151,0.00019999803,163.48859,1278.4787429712035,1278.4787426629234,648.7818181818182,677.77344,0.036320202
494000,0.6752071,0.00019999802,172.2284,827.6471451719602,827.64714950492,417.1111111111111,652.96533,0.03163659
495000,0.7312372,0.000199998,169.61058,648.5241436257082,648.5241441169488,326.11764705882354,1058.5509,0.036506504
496000,0.7200074,0.000199998,174.73268,572.1707298003491,572.170729232003,291.2142857142857,893.42126,0.035471417
