Steps,Policy/Entropy,Policy/Learning Rate,Policy/Extrinsic Value Estimate,Policy/Extrinsic Reward,Environment/Cumulative Reward,Environment/Episode Length,Losses/Value Loss,Losses/Policy Loss
208000,0.9433838,0.00019999918,160.3377,741.8414226770401,741.8414211955748,375.7916666666667,275.00943,0.039039478
209000,0.92365086,0.00019999918,151.84712,1549.4462343560797,1549.4462300098887,783.0535714285714,468.8374,0.03509788
210000,0.9610748,0.00019999918,158.13643,649.8084783520018,649.8084782356837,345.0571428571429,340.53192,0.02809663
211000,0.9651458,0.00019999918,153.03334,570.5026445669287,570.5026468762449,311.62745098039215,452.02908,0.03839873
212000,0.9481624,0.00019999918,159.73526,1125.1334869941077,1125.1334756959752,567.0333333333333,412.67456,0.037371732
213000,0.9696498,0.00019999918,156.20598,1335.4470397209634,1335.4470353856918,686.4285714285714,527.8789,0.034454264
214000,0.96247166,0.00019999918,152.99069,601.1050874820122,601.10509124148,329.03846153846155,561.62946,0.039625645
215000,0.9769326,0.00019999918,158.54405,450.3002440652182,450.30024281573844,256.04651162790697,534.7383,0.03287693
216000,0.9565231,0.00019999918,159.74432,809.4944945157961,809.4944990742202,406.5581395348837,461.4627,0.03787919
217000,0.9699287,0.00019999914,157.3008,1190.8937452874686,1190.8937428923214,602.5087719298245,417.16077,0.033768617
218000,0.96538836,0.00019999912,161.38583,776.1627066807869,776.1627027849521,392.35897435897436,540.25793,0.033681177
219000,0.98009413,0.00019999912,155.97543,644.3839262213025,644.3839253018648,352.265306122449,496.59497,0.036659133
220000,0.97713953,0.00019999912,158.6148,743.117938989248,743.117939620302,384.28205128205127,630.1387,0.03585411
221000,0.9841261,0.00019999912,158.20042,987.5739041859821,987.5739023542028,503.1186440677966,512.65735,0.03237983
222000,0.98103476,0.00019999912,158.42325,624.7526483504396,624.752645687323,318.10526315789474,394.73553,0.033054765
223000,0.9757986,0.00019999912,158.66081,768.4989651772711,768.4989627568042,419.8611111111111,467.8379,0.03204553
224000,0.9623822,0.00019999912,158.7027,1065.3706682450843,1065.3706698391438,572.5151515151515,550.42786,0.033083312
225000,0.97210556,0.00019999912,161.0829,1248.0409281107843,1248.0409295684365,627.1428571428571,341.81818,0.03542614
226000,0.9924595,0.00019999912,162.8908,802.0254542521068,802.0254555768207,426.0857142857143,321.6437,0.033779547
227000,0.983348,0.00019999912,158.06169,728.4098666337403,728.4098705070498,404.0,542.6826,0.042642757
228000,0.9643603,0.00019999912,158.7295,581.4894922938612,581.489495651148,310.0833333333333,329.3973,0.035628103
229000,0.9681392,0.0001999991,157.00757,1267.3274099724047,1267.3274113990226,638.3103448275862,430.79324,0.030843146
230000,0.95643824,0.0001999991,157.47748,650.8466741265478,650.846671608814,354.0810810810811,387.09546,0.0372997
231000,0.9212114,0.0001999991,157.87534,757.1168870709837,757.1168854235046,404.85,363.30734,0.038199473
232000,0.93446696,0.00019999903,157.09,1124.0909967990149,1124.090995505338,578.1190476190476,437.91364,0.029517684
233000,0.9561799,0.00019999903,158.17996,923.9066704009708,923.9066715632291,474.5964912280702,767.93146,0.035369076
234000,0.9557978,0.00019999903,155.2677,468.24587866724755,468.24587662422937,270.6530612244898,647.74384,0.032348007
235000,0.9744995,0.00019999903,157.6967,637.9299008020988,637.9298976298352,356.61538461538464,575.6323,0.037314363
236000,0.97719187,0.00019999903,156.67023,730.2235220458772,730.2235224867535,385.4222222222222,515.87177,0.03670557
237000,0.97865486,0.00019999903,157.61009,1089.6220879150649,1089.62209131404,564.3050847457627,560.7101,0.030346584
238000,0.9748667,0.00019999903,158.84264,544.4025040471807,544.402505857546,294.5531914893617,544.2169,0.032886427
239000,0.9796483,0.00019999903,160.66888,853.2418253719807,853.2418249344305,427.7631578947368,603.5242,0.035792224
240000,0.9609251,0.00019999903,158.0113,749.5878333462609,749.587831690323,398.68888888888887,454.64236,0.032942444
241000,0.95775217,0.00019999903,158.87712,931.7506184820086,931.7506227728713,480.828125,413.2965,0.032583065
242000,0.9446922,0.00019999903,162.48737,699.5979088442666,699.5979098438111,359.74285714285713,459.29095,0.031961884
243000,0.9634099,0.00019999902,163.2181,1031.5836712411933,1031.5836681743756,518.7297297297297,495.7647,0.03522294
244000,0.93252814,0.00019999898,163.69771,1107.0147746281746,1107.0147752255305,535.8717948717949,514.5524,0.033671267
245000,0.90552354,0.00019999898,160.81494,767.724175008138,767.7241774861184,400.6,541.13275,0.030553643
