Steps,Policy/Entropy,Policy/Learning Rate,Policy/Extrinsic Value Estimate,Policy/Extrinsic Reward,Environment/Cumulative Reward,Environment/Episode Length
1000,1.7914875,0.00019999995,-0.10497305,13.881500650575196,13.881500437539925,129.28985507246378
2000,1.789971,0.00019999995,0.11593063,6.128873415847323,6.128873201570938,137.955223880597
3000,1.785401,0.00019999995,0.29919332,-6.322730000955718,-6.322730132998864,148.31428571428572
4000,1.7865115,0.00019999995,0.29569906,-28.42401762624256,-28.42401753493033,158.68852459016392
5000,1.7859604,0.00019999995,0.288792,12.270434684996628,12.270434323351317,133.41333333333333
6000,1.7854464,0.00019999995,0.34153113,-20.763062763316878,-20.76306220247071,168.55172413793105
7000,1.786596,0.00019999995,0.44573462,18.28135098183333,18.281350881730596,143.7910447761194
8000,1.7862035,0.00019999995,0.45326772,13.1181594925384,13.118159450749557,131.84931506849315
9000,1.7826824,0.00019999995,0.72057486,9.32606382003063,9.326064010741035,146.6
10000,1.784259,0.00019999995,0.9787094,22.833116152069785,22.83311620595479,182.65454545454546
11000,1.7796185,0.00019999992,0.84345853,-8.38336909810702,-8.383369645349424,179.80701754385964
12000,1.7836814,0.0001999999,1.1120306,5.6210206480168585,5.621020762952324,146.3134328358209
13000,1.7837927,0.0001999999,1.3098592,12.311354498259533,12.311354705657774,127.74358974358974
14000,1.7831938,0.0001999999,1.1700568,6.524148956872523,6.524148779216858,135.125
15000,1.7803245,0.0001999999,1.3608569,10.443902736249035,10.443902875752347,130.67123287671234
16000,1.7768184,0.0001999999,1.6012676,10.039978627058176,10.039978897621754,154.03076923076924
17000,1.7722648,0.0001999999,1.7117107,13.99822162513473,13.998221371701518,129.16883116883116
18000,1.7600069,0.0001999999,2.0047002,10.452166297276946,10.452166299818986,129.28947368421052
19000,1.7401204,0.0001999999,2.1847775,13.437608167313147,13.437607204997626,136.44927536231884
20000,1.7497412,0.0001999999,2.0251665,6.969055743479148,6.969055604083071,118.53658536585365
21000,1.7381463,0.0001999999,2.2057216,6.762285915377376,6.76228568598524,110.16483516483517
22000,1.7324573,0.0001999999,2.070358,4.678843898719617,4.678843664655305,114.07865168539325
23000,1.671012,0.0001999999,1.4154977,-2.4642018782241,-2.464202082688387,125.67142857142858
24000,1.6308557,0.0001999999,0.8928806,6.43616017123515,6.436160053576748,101.97727272727273
25000,1.73971,0.0001999999,2.3793154,33.23236301161192,33.23236306953674,106.54455445544555
26000,1.7282739,0.0001999999,2.4385085,8.520118002330555,8.520117994006057,124.75294117647059
27000,1.7285513,0.0001999999,2.240476,14.539104534365306,14.539104674913226,90.73831775700934
28000,1.7158471,0.0001999999,2.5105362,4.929969349993935,4.929969494229117,124.62025316455696
29000,1.7314534,0.00019999988,2.1615994,0.8262771188692991,0.8262780752950697,110.95348837209302
30000,1.7470832,0.00019999986,2.641999,13.658725356890095,13.65872544171386,132.09722222222223
31000,1.7413667,0.00019999986,2.5814338,0.598106458391014,0.5981063733895403,134.55263157894737
32000,1.7292974,0.00019999986,2.5421803,8.747584839792628,8.747584803341908,125.61842105263158
